rec,date,month,year,kwh_on,kwh_off,kwh_hol,tou_on,tou_off,tod_par,tod_on,tod_off,kvar_peak,run_hour,,,,,,,,,,,,
6,16,12,2024,1126.109,236.198,0.000,157.529,118.063,157.529,40.160,41.490,32.477,24.000,,,,,,,,,,,,
5,17,12,2024,1176.933,235.910,0.000,162.906,119.440,162.906,46.800,35.908,36.489,24.000,,,,,,,,,,,,
4,18,12,2024,604.144,211.208,0.000,93.510,69.291,93.510,39.006,31.513,21.203,24.000,,,,,,,,,,,,
3,19,12,2024,1219.262,243.988,0.000,164.248,114.414,164.248,53.237,38.825,37.760,24.000,,,,,,,,,,,,
2,20,12,2024,1024.832,224.488,0.001,128.733,107.768,128.733,45.654,42.084,31.944,24.000,,,,,,,,,,,,
1,21,12,2024,0.000,0.000,548.410,0.000,49.635,49.635,29.271,14.990,9.094,24.000,,,,,,,,,,,,
16,22,12,2024,0.000,0.003,586.953,0.000,58.287,58.287,19.087,14.360,11.388,24.000,,,,,,,,,,,,
15,23,12,2024,1073.782,223.120,0.000,157.175,88.969,157.175,46.201,45.549,29.442,24.000,,,,,,,,,,,,
14,24,12,2024,930.967,217.625,0.000,139.621,78.106,139.621,32.540,34.587,32.776,24.000,,,,,,,,,,,,
13,25,12,2024,880.597,247.226,0.000,120.816,80.591,120.816,35.302,28.876,25.539,24.000,,,,,,,,,,,,
12,26,12,2024,1144.351,250.886,0.000,165.515,87.547,165.515,38.816,35.629,40.336,24.000,,,,,,,,,,,,
11,27,12,2024,812.168,256.552,0.002,116.637,79.954,116.637,23.799,40.624,30.431,24.000,,,,,,,,,,,,
10,28,12,2024,0.000,0.000,328.069,0.000,21.071,21.071,14.220,16.353,4.377,24.000,,,,,,,,,,,,
9,29,12,2024,0.000,0.002,327.471,0.000,21.525,21.525,18.412,15.719,4.038,24.000,,,,,,,,,,,,
8,30,12,2024,160.198,134.896,0.002,15.741,13.969,15.741,15.698,13.969,2.770,24.000,,,,,,,,,,,,
7,31,12,2024,0.000,0.000,322.148,0.000,20.376,20.376,20.225,15.387,2.854,24.000,,,,,,,,,,,,
6,1,1,2025,0.000,0.002,329.941,0.000,19.052,19.052,14.845,16.578,2.850,24.000,,,,,,,,,,,,
5,2,1,2025,800.865,230.026,0.000,105.049,88.648,105.049,29.839,40.229,25.604,24.000,,,,,,,,,,,,
4,3,1,2025,898.394,218.475,0.004,118.315,80.754,118.315,47.027,41.330,28.143,24.000,,,,,,,,,,,,
3,4,1,2025,0.000,0.000,441.677,0.000,37.501,37.501,20.141,14.363,5.719,24.000,,,,,,,,,,,,
2,5,1,2025,0.000,0.000,526.328,0.000,53.924,53.924,20.370,16.147,11.679,24.000,,,,,,,,,,,,
1,6,1,2025,28.541,183.720,0.000,97.137,77.868,97.137,0.000,43.734,19.170,9.300,,,,,,,,,,,,
